ID,EHR_kood,TaisAadress,Maakond,KOV,KOV_voi_LinnaOsa,Tänav_Hoone_Nr,Esmane_Kasutuselevotu_Aasta,Ajastu,Hooneosade_Arv,Hooneosade_Arv_Normaliseeritud,Ruumide_Arv,Maksimaalne_Korruste_Arv,Korterite arv trepikojas,Liftid,Trepikodade_Arv,MaaAluste_Korruste_Arv,Korgus,Korgus_Umardatud,Laius,Pikkus,EhitusAlune_Pindala,Suletud_Netopindala,Building_Common_Area,Heated_Area,Välisseina_liik,Valisnurkade Arva,Sisenurkade Arv,Katusekatte materjal,Soojusvarustuse liik,Lamekatus_0/1,kahepoolne_kaldkatus_0/1,ühepoole_kaldkatus_0/1,Lodzad_0/1,Rõdud_0/1,Otstes aknad_0/1,Energy_Certificate_Class,Asein_märgis,Aaken_märgis
128,103019828,"Pärnu maakond, Tori vald, Sauga alevik, Kuldnoka tn 2",Pärnu maakond, Tori vald, Sauga alevik, Kuldnoka tn 2,1984,1981-1990,12,10,55,2,2,0,3,1,9.2,9,11.7,52.4,569,1192.9,439.3,810.7,suurplokk,4,0,'plaatmaterjal (seal hulgas tsementkiudplaat)','kaugküte',0,1,0,1,0,0,C,522.3,126.7
29,104032610,"Tartu maakond, Elva vald, Elva linn, Õuna tn 5",Tartu maakond, Elva vald, Elva linn, Õuna tn 5,1978,1971-1980,12,10,60,3,2,0,2,1,10,10,,,329,1029.4,138.7,788,väikeplokk,4,0,'muu','kaugküte',1,0,0,0,0,0,D,867,280
37,104035907,"Tartu maakond, Tartu linn, Haage küla, Võilille tee 11",Tartu maakond, Tartu linn, Haage küla, Võilille tee 11,1989,1981-1990,12,10,63,3,2,0,2,1,10.3,10.5,11.7,34.2,423,1203.7,302.2,959.3,suurplokk,4,0,'plekk',"'lokaalküte', 'kohtküte'",0,1,0,1,0,0,B,705.6,119.5
64,105009991,"Lääne maakond, Haapsalu linn, Uuemõisa alevik, Kaare tn 17/2",Lääne maakond, Haapsalu linn, Uuemõisa alevik, Kaare tn 17/2,1988,1981-1990,12,10,60,3,2,0,2,1,11.7,11.5,14,35,499,1250.1,169.7,967.1,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',0,1,0,0,0,1,C,566.3,144
75,105010008,"Lääne maakond, Haapsalu linn, Uuemõisa alevik, Haudejaama tee 26/1",Lääne maakond, Haapsalu linn, Uuemõisa alevik, Haudejaama tee 26/1,1987,1981-1990,12,10,52,3,2,0,2,1,10.7,10.5,11.4,33.1,374,986.5,167.8,705.6,suurplokk,4,0,'plekk','kaugküte',0,1,0,1,0,0,C,536,197.6
341,105011077,"Lääne maakond, Lääne-Nigula vald, Risti alevik, Sireli tn 7",Lääne maakond, Lääne-Nigula vald, Risti alevik, Sireli tn 7,1987,1981-1990,12,10,51,3,2,0,2,1,13.1,13,11.8,32.7,365,1080,391.4,799.2,suurplokk,4,0,'info puudub','lokaalküte',0,1,0,1,0,0,D,680.8,122.4
110,107007327,"Järva maakond, Paide linn, Paide linn, Aasa tn 7",Järva maakond, Paide linn, Paide linn, Aasa tn 7,1977,1971-1980,12,10,60,3,2,0,2,1,8.7,8.5,9.2,35,294,875.3,250.4,701.8,tellis,4,0,'bituumen või  PVC  plaat või rullmaterjal',"'kaugküte', 'kohtküte'",0,1,0,0,0,0,C,655.2,81.2
262,108011788,"Lääne-Viru maakond, Rakvere linn, Rohuaia tn 18",Lääne-Viru maakond, Rakvere linn, Rakvere linn, Rohuaia tn 18,1974,1971-1980,12,10,60,3,2,0,2,1,11.4,11.5,10.1,33.9,285,859.3,250.5,689.8,tellis,14,10,'eterniit','kaugküte',0,1,0,0,0,1,B,492,132
169,108013712,"Lääne-Viru maakond, Rakvere vald, Sõmeru alevik, Põllu tn 9",Lääne-Viru maakond, Rakvere vald, Sõmeru alevik, Põllu tn 9,1968,1961-1970,12,10,52,3,2,0,2,1,12.6,12.5,9.5,34.2,309.5,845.3,234.7,845.3,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,0,C,465,137
146,108021180,"Lääne-Viru maakond, Vinni vald, Vinni alevik, Põllu tn 6",Lääne-Viru maakond, Vinni vald, Vinni alevik, Põllu tn 6,1986,1981-1990,12,10,64,3,2,0,2,1,11.5,11.5,11.7,38.7,414,1150.8,313.2,861.8,väikeplokk,10,6,'eterniit','kaugküte',0,1,0,1,0,0,C,609.9,125.9
147,108021181,"Lääne-Viru maakond, Vinni vald, Vinni alevik, Põllu tn 8",Lääne-Viru maakond, Vinni vald, Vinni alevik, Põllu tn 8,1986,1981-1990,12,10,64,3,2,0,2,1,11,11,,,383,1144.7,210.1,854.7,suurplokk,10,6,,'kaugküte',0,1,0,1,0,0,C,655.8,125.9
161,108036121,"Lääne-Viru maakond, Vinni vald, Roela alevik, Veskikaare tn 6",Lääne-Viru maakond, Vinni vald, Roela alevik, Veskikaare tn 6,1972,1971-1980,12,10,48,2,2,0,3,1,9.7,9.5,11,38.4,397,840.8,162.2,573,suurplokk,10,6,'plaatmaterjal (seal hulgas tsementkiudplaat)','kohtküte',0,1,0,0,0,1,D,385.5,125.3
142,109002132,"Rapla maakond, Rapla vald, Kuimetsa küla, Vahastu tee 19",Rapla maakond, Rapla vald, Kuimetsa küla, Vahastu tee 19,1987,1981-1990,12,10,52,3,2,0,2,1,12.6,12.5,11.7,33.2,342,987.3,271.7,715.6,suurplokk,4,0,'plaatmaterjal (seal hulgas tsementkiudplaat)',"'kohtküte', 'lokaalküte'",0,1,0,0,0,0,D,1114,420
187,110010061,"Põlva maakond, Põlva vald, Põlva linn, Pihlaka tn 6",Põlva maakond, Põlva vald, Põlva linn, Pihlaka tn 6,1992,1991-2000,12,10,66,3,2,0,2,1,11.8,12,,,552,1349.5,349,1083,suurplokk,12,8,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',0,1,0,1,0,1,D,673,157.1
182,111028077,"Valga maakond, Tõrva vald, Tõrva linn, Valga tn 32",Valga maakond, Tõrva vald, Tõrva linn, Valga tn 32,1965,1961-1970,12,10,47,2,2,0,3,1,8.6,8.5,11.1,38.2,354,796,303.6,552,suurplokk,4,0,'plaatmaterjal (seal hulgas tsementkiudplaat)','lokaalküte',0,1,0,0,0,1,C,547.5,113
70,111030479,"Valga maakond, Tõrva vald, Helme alevik, Vahe tn 5",Valga maakond, Tõrva vald, Helme alevik, Vahe tn 5,1983,1981-1990,12,10,51,3,2,0,2,1,10.6,10.5,9.9,33.7,329,1003.8,290.3,797.5,suurplokk,4,0,'plekk','kaugküte',0,1,0,0,0,0,D,547,154
160,111034428,"Valga maakond, Tõrva vald, Tõrva linn, Valga tn 68a",Valga maakond, Tõrva vald, Tõrva linn, Valga tn 68a,1970,1961-1970,12,10,60,3,2,0,2,1,10.2,10,9.2,33.5,290,902.2,289.7,702,tellis,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0,B,655.2,132.1
243,104041185,"Tartu maakond, Tartu linn, Tartu linn, Taara pst 6",Tartu maakond, Tartu linn, Tartu linn, Taara pst 6,1939,1931-1940,6,10,40,3,2,0,1,1,11,11,17,23.2,334,1024.3,345.7,776.7,puit,6,2,'plekk',"'lokaalküte', 'kohtküte'",0,1,0,0,1,1,C,579,129.9
172,111034780,"Valga maakond, Tõrva vald, Tõrva linn, Valga tn 68",Valga maakond, Tõrva vald, Tõrva linn, Valga tn 68,1971,1971-1980,12,10,60,3,2,0,2,1,12,12,,,289,929.6,311.4,713,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0,C,517,158
375,111037730,"Valga maakond, Otepää vald, Puka alevik, Ääre tn 4",Valga maakond, Otepää vald, Puka alevik, Ääre tn 4,1985,1981-1990,12,10,60,3,2,0,2,1,12,12,10.1,33.3,332,1021.8,301.9,758,suurplokk,4,0,'muu','lokaalküte',0,1,0,0,0,0,C,575,94.1
167,112008453,"Viljandi maakond, Põhja-Sakala vald, Suure-Jaani linn, Välja tn 8",Viljandi maakond, Põhja-Sakala vald, Suure-Jaani linn, Välja tn 8,1999,1991-2000,12,10,64,2,2,0,3,1,8.3,8.5,,,585,1317.3,475.1,871.1,suurplokk,4,0,'eterniit','kaugküte',0,1,0,0,1,1,E,566.4,141.2
60,114001636,"Jõgeva maakond, Jõgeva vald, Siimusti alevik, Metsa tn 4",Jõgeva maakond, Jõgeva vald, Siimusti alevik, Metsa tn 4,1969,1961-1970,12,10,48,2,2,0,3,1,8.3,8.5,11.2,37,369,826.3,313.6,550.9,suurplokk,4,0,'eterniit','kaugküte',0,1,0,0,0,0,,0,0
59,114015743,"Jõgeva maakond, Jõgeva vald, Sadala alevik, Kesk tn 6",Jõgeva maakond, Jõgeva vald, Sadala alevik, Kesk tn 6,1982,1981-1990,12,10,64,3,2,0,2,1,12,12,,,462,1179.1,59.2,940.6,suurplokk,4,0,'eterniit','kaugküte',0,1,0,1,0,0,E,623,180
34,116008647,"Harju maakond, Kose vald, Kose-Uuemõisa alevik, Kase tn 8",Harju maakond, Kose vald, Kose-Uuemõisa alevik, Kase tn 8,1968,1961-1970,12,10,60,3,2,0,2,1,10.6,10.5,,,288,863.3,249.9,613,tellis,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0,E,608,143
179,116009220,"Harju maakond, Kose vald, Kose alevik, Kodu tn 28",Harju maakond, Kose vald, Kose alevik, Kodu tn 28,1992,1991-2000,12,10,52,3,2,0,2,1,12.2,12,11.7,33.1,387,1107.3,399.7,822,suurplokk,4,0,'plekk',"'kaugküte', 'lokaalküte'",0,1,0,1,0,0,B,677.8,189.29
3,116031922,"Harju maakond, Keila linn, Jõe tn 66a",Harju maakond, Keila linn, Keila linn, Jõe tn 66a,1971,1971-1980,12,10,54,2,2,0,3,1,7,7,9,46,390,852.8,324,613,tellis,10,6,'eterniit','kohtküte',1,0,0,0,0,0,E,435.7,142.5
274,116033546,"Harju maakond, Kose vald, Oru küla, Männimäe vkt 9",Harju maakond, Kose vald, Oru küla, Männimäe vkt 9,1987,1981-1990,12,10,64,3,2,0,2,1,11.2,11,,,490,1251.8,405.2,846.6,suurplokk,4,0,'plekk',"'kaugküte', 'lokaalküte'",0,1,0,1,0,0,B,714,113.6
13,116033588,"Harju maakond, Saue vald, Saue linn, Pärnasalu tn 32",Harju maakond, Saue vald, Saue linn, Pärnasalu tn 32,1967,1961-1970,12,10,60,3,2,0,2,1,10.5,10.5,,,295,902.9,294.1,681,tellis,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0,D,656,133
135,116033602,"Harju maakond, Saue vald, Valingu küla, Puiestee tee 4",Harju maakond, Saue vald, Valingu küla, Puiestee tee 4,1973,1971-1980,12,10,48,2,2,0,3,1,8.5,8.5,9.9,38.4,452,854.5,339.1,597,tellis,4,0,'plekk','lokaalküte',0,1,0,0,0,1,C,417.5,101
74,116038041,"Harju maakond, Harku vald, Vääna küla, Tiigi tee 8",Harju maakond, Harku vald, Vääna küla, Tiigi tee 8,1988,1981-1990,12,10,58,2,2,0,3,1,8.2,8,10.1,48.3,508,1024.1,342.7,998.8,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','lokaalküte',1,0,0,0,0,0,A,633.1,93.4
180,116039029,"Harju maakond, Kose vald, Kose alevik, Kodu tn 30",Harju maakond, Kose vald, Kose alevik, Kodu tn 30,1992,1991-2000,12,10,52,3,2,0,2,1,12.2,12,11.7,33.1,387,1122,376.6,860,suurplokk,4,0,'plekk',"'lokaalküte', 'kaugküte'",0,1,0,1,0,0,B,650,122.1
57,104036387,"Tartu maakond, Tartu linn, Rahinge küla, Ilmatsalu tee 37",Tartu maakond, Tartu linn, Rahinge küla, Ilmatsalu tee 37,1968,1961-1970,12,10,48,2,3,0,2,1,7.8,8,11.9,34.5,361,846.6,321,568.4,tellis,4,0,'eterniit','kohtküte',0,1,0,0,0,0,A,422.2,129.4
212,104040670,"Tartu maakond, Tartu linn, Tartu linn, Narva mnt 153",Tartu maakond, Tartu linn, Tartu linn, Narva mnt 153,1935,1931-1940,12,10,50,2,3,0,2,1,11.3,11.5,17.3,31.3,466.5,743.3,130.7,678.1,tellis,12,8,'plekk','kaugküte',0,1,0,0,0,1,C,1165,504.8
0,116006512,"Harju maakond, Keila linn, Paldiski mnt 28c",Harju maakond, Keila linn, Keila linn, Paldiski mnt 28c,1967,1961-1970,12,10,48,2,3,0,2,1,9,9,12,31,329,592.8,124.2,468.6,tellis,4,0,'eterniit','kaugküte',0,1,0,0,0,1,F,0,0
45,116021094,"Harju maakond, Saue vald, Laagri alevik, Kuuse tn 33",Harju maakond, Saue vald, Laagri alevik, Kuuse tn 33,1969,1961-1970,12,10,48,2,3,0,2,1,7.4,7.5,11,33.6,358,833.9,309.3,560.5,tellis,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0,E,0,0
99,101004691,"Harju maakond, Tallinn, Nõmme linnaosa, Risti tn 7b",Harju maakond, Tallinn, Nõmme linnaosa, Risti tn 7b,1970,1961-1970,12,10,51,3,4,0,1,1,10.8,11,,,224,691.4,193.5,552.8,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1,D,422.2,129.4
297,101011460,"Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Söödi tn 5",Harju maakond, Tallinn, Põhja-Tallinna linnaosa, Söödi tn 5,1938,1931-1940,12,10,57,3,4,0,1,1,12.3,12.5,,,278,836.5,237.5,641,tellis,4,0,'plekk','lokaalküte',0,1,0,0,0,1,D,2141,754
97,104025259,"Tartu maakond, Tartu linn, Tartu linn, Õpetaja tn 2",Tartu maakond, Tartu linn, Tartu linn, Õpetaja tn 2,1959,1951-1960,12,10,51,3,4,0,1,1,11.7,11.5,,,305,731.8,92.2,684.2,tellis,4,0,'eterniit','kaugküte',0,1,0,0,0,1,D,490,110.2
118,108010937,"Lääne-Viru maakond, Rakvere linn, F. R. Kreutzwaldi tn 13",Lääne-Viru maakond, Rakvere linn, Rakvere linn, F. R. Kreutzwaldi tn 13,1957,1951-1960,12,10,51,3,4,0,1,1,10.8,11,14.1,22.2,331,878.4,240.1,638.3,tellis,4,0,'bituumen või  PVC  plaat või rullmaterjal','lokaalküte',1,0,0,0,0,1,D,479,118
373,116002370,"Harju maakond, Harku vald, Türisalu küla, Joakaare tee 1",Harju maakond, Harku vald, Türisalu küla, Joakaare tee 1,1979,1971-1980,13,10,61,3,2,0,2,1,12.5,12.5,12.5,33.6,349.2,1048.6,328.5,793.3,tellis,4,0,"'eterniit', 'plekk'",'kaugküte',0,1,0,0,0,0,C,672,146
228,104029072,"Tartu maakond, Tartu linn, Tartu linn, Kummeli tn 1",Tartu maakond, Tartu linn, Tartu linn, Kummeli tn 1,1988,1981-1990,15,20,61,3,2,0,3,1,9.7,9.5,11.3,55.3,547,1207.3,264.9,942.4,suurplokk,10,6,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0,C,1021.4,151.1
224,104032407,"Tartu maakond, Tartu linn, Tartu linn, Kummeli tn 11",Tartu maakond, Tartu linn, Tartu linn, Kummeli tn 11,1990,1981-1990,15,20,76,3,2,0,3,1,9.5,9.5,54.9,10.3,542,1459.1,517.3,1069,tellis,10,6,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0,C,787,184
105,116009227,"Harju maakond, Kose vald, Kose alevik, Kodu tn 1a",Harju maakond, Kose vald, Kose alevik, Kodu tn 1a,1974,1971-1980,15,20,66,3,3,0,2,1,11.1,11,11.3,33.3,376.3,1330,316.7,877.9,suurplokk,4,0,'plekk',"'kaugküte', 'kohtküte'",0,1,0,0,0,0,B,574.8,137.4
106,116009228,"Harju maakond, Kose vald, Kose alevik, Kodu tn 1b",Harju maakond, Kose vald, Kose alevik, Kodu tn 1b,1974,1971-1980,15,20,66,3,3,0,2,1,11.1,11,11.3,33.3,376.3,1330,316.7,877.9,suurplokk,4,0,'plekk',"'kohtküte', 'kaugküte'",0,1,0,0,0,0,A,574.8,137.4
66,116031612,"Harju maakond, Keila linn, Niidu tn 3",Harju maakond, Keila linn, Keila linn, Niidu tn 3,1985,1981-1990,15,20,68,3,3,0,2,1,12.5,12.5,15.5,32,411,1200.4,355.9,916.5,tellis,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',0,1,0,1,0,0,,0,0
80,108012129,"Lääne-Viru maakond, Rakvere linn, Seminari tn 11",Lääne-Viru maakond, Rakvere linn, Rakvere linn, Seminari tn 11,1983,1981-1990,15,20,80,5,3,0,1,1,17.5,17.5,18.8,22.3,330.6,1309.5,272.8,1309.5,tellis,8,4,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,1,C,1105,181
257,109017218,"Rapla maakond, Rapla vald, Rapla linn, Männi tn 1",Rapla maakond, Rapla vald, Rapla linn, Männi tn 1,1990,1981-1990,15,20,79,5,3,0,1,0,17.5,17.5,,,228,1316.6,315.4,1122,tellis,10,6,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,1,0,0,C,1010,155
390,108021392,"Lääne-Viru maakond, Vinni vald, Pajusti alevik, Linnu tn 7",Lääne-Viru maakond, Vinni vald, Pajusti alevik, Linnu tn 7,1975,1971-1980,16,20,80,2,2,0,4,1,8.5,8.5,10,66.7,664.6,1553.6,105.6,1047.1,väikeplokk,4,0,"'plaatmaterjal (seal hulgas tsementkiudplaat)', 'plekk'","'kaugküte', 'lokaalküte'",0,1,0,0,0,0,C,578,188
215,116032011,"Harju maakond, Keila linn, Piiri tn 3",Harju maakond, Keila linn, Keila linn, Piiri tn 3,1970,1961-1970,16,20,79,4,2,0,2,1,14.8,15,,,290,1105.7,293.5,862,tellis,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0,E,0,0
69,101023187,"Harju maakond, Tallinn, Nõmme linnaosa, Pärnu mnt 548",Harju maakond, Tallinn, Nõmme linnaosa, Pärnu mnt 548,1965,1961-1970,16,20,67,2,4,0,2,1,7.3,7.5,12.2,39.6,465,1197.2,446.9,776.1,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',0,1,0,0,1,1,A,1350,576
107,101026187,"Harju maakond, Tallinn, Kristiine linnaosa, Tedre tn 10",Harju maakond, Tallinn, Kristiine linnaosa, Tedre tn 10,1968,1961-1970,16,20,70,3,5,0,1,1,13.1,13,13.7,38.7,595.3,1517.5,233.4,1495.1,tellis,4,0,'plaatmaterjal (seal hulgas tsementkiudplaat)','kaugküte',0,1,0,0,0,1,B,866.8,197.5
365,108009540,"Lääne-Viru maakond, Rakvere linn, Lai tn 5",Lääne-Viru maakond, Rakvere linn, Rakvere linn, Lai tn 5,1960,1951-1960,17,20,67,3,6,0,1,1,13.5,13.5,12.9,31.1,358,957.9,186,830.7,tellis,4,0,'plekk','kaugküte',0,1,0,0,0,1,D,482.2,187.9
208,103024426,"Pärnu maakond, Pärnu linn, Tõstamaa alevik, Nooruse tn 5",Pärnu maakond, Pärnu linn, Tõstamaa alevik, Nooruse tn 5,1981,1981-1990,18,20,85,3,2,0,4,1,12.3,12.5,10.7,52.5,606,1565.2,428.7,1284.4,suurplokk,4,0,'plaatmaterjal (seal hulgas tsementkiudplaat)','kaugküte',0,1,0,1,0,0,C,736.6,223.9
236,101023544,"Harju maakond, Tallinn, Nõmme linnaosa, Ilmarise tn 2",Harju maakond, Tallinn, Nõmme linnaosa, Ilmarise tn 2,1973,1971-1980,18,20,85,3,2,0,3,1,11.4,11.5,,,448,1320.4,422.3,1012.8,suurpaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0,E,742,184
130,111029723,"Valga maakond, Otepää vald, Otepää linn, Piiri tn 6",Valga maakond, Otepää vald, Otepää linn, Piiri tn 6,1954,1951-1960,4,0,14,2,2,0,1,0,7.1,7,10.1,13,135,181.1,38.8,168.2,puit,6,2,'plekk','kohtküte',0,1,0,0,0,1,D,422.2,129.4
266,103024450,"Pärnu maakond, Pärnu linn, Tõstamaa alevik, Nooruse tn 1",Pärnu maakond, Pärnu linn, Tõstamaa alevik, Nooruse tn 1,1972,1971-1980,18,20,87,3,2,0,3,1,10.3,10.5,,,452,1255.3,362.9,1011.3,tellis,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0,C,674.9,201.6
168,103024451,"Pärnu maakond, Pärnu linn, Tõstamaa alevik, Nooruse tn 3",Pärnu maakond, Pärnu linn, Tõstamaa alevik, Nooruse tn 3,1975,1971-1980,18,20,87,3,2,0,3,1,10.7,10.5,,49,473.5,1245.2,358,1006,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0,C,674.9,208.5
131,103027785,"Pärnu maakond, Põhja-Pärnumaa vald, Vändra alev, Turu tn 11",Pärnu maakond, Põhja-Pärnumaa vald, Vändra alev, Turu tn 11,1987,1981-1990,18,20,87,3,2,0,3,1,10,10,10,48,479,1433.7,212.4,1075.3,väikeplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0,,0,0
17,104012153,"Tartu maakond, Tartu vald, Äksi alevik, Rääbise tn 2",Tartu maakond, Tartu vald, Äksi alevik, Rääbise tn 2,1979,1971-1980,18,20,87,3,2,0,3,1,12.6,12.5,11,48.4,476.9,1538.4,512.1,1161.9,väikeplokk,4,0,'plaatmaterjal (seal hulgas tsementkiudplaat)','lokaalküte',0,1,0,0,0,0,D,917.3,200.6
12,104019496,"Tartu maakond, Tartu linn, Ilmatsalu alevik, Aasa tee 1",Tartu maakond, Tartu linn, Ilmatsalu alevik, Aasa tee 1,1972,1971-1980,18,20,87,3,2,0,3,1,10.2,10,,,438,1305.8,424.1,998,tellis,4,0,'eterniit','kaugküte',1,0,0,0,0,1,C,693,236
15,104019497,"Tartu maakond, Tartu linn, Ilmatsalu alevik, Aasa tee 3",Tartu maakond, Tartu linn, Ilmatsalu alevik, Aasa tee 3,1974,1971-1980,18,20,87,3,2,0,3,1,10.4,10.5,,,438,1305.8,122.3,998,tellis,4,0,'eterniit','kaugküte',1,0,0,0,0,1,E,693,236
77,104028136,"Tartu maakond, Tartu vald, Kõrveküla alevik, Vasula tee 9",Tartu maakond, Tartu vald, Kõrveküla alevik, Vasula tee 9,1987,1981-1990,18,20,85,3,2,0,3,1,13.1,13,11.4,51.9,558.1,1677.1,137.9,1171.6,suurplokk,4,0,'plaatmaterjal (seal hulgas tsementkiudplaat)','lokaalküte',0,1,0,1,0,1,E,1084,247
32,104030648,"Tartu maakond, Elva vald, Elva linn, Kirde tn 10",Tartu maakond, Elva vald, Elva linn, Kirde tn 10,1975,1971-1980,18,20,87,3,2,0,3,1,10.6,10.5,10.4,48.3,498,1508.3,449.2,1220.4,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0,D,656,133
30,104032586,"Tartu maakond, Elva vald, Elva linn, Õuna tn 4",Tartu maakond, Elva vald, Elva linn, Õuna tn 4,1977,1971-1980,18,20,87,3,2,0,3,1,10,10,,,478,1489.8,253.3,1290.6,väikeplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0,C,751,127
165,104034877,"Tartu maakond, Elva vald, Rõngu alevik, Aia tn 2",Tartu maakond, Elva vald, Rõngu alevik, Aia tn 2,1980,1971-1980,18,20,76,3,2,0,3,1,12.4,12.5,9.9,48.8,474,1531.1,504.2,1152,väikeplokk,4,0,'plaatmaterjal (seal hulgas tsementkiudplaat)','kaugküte',0,1,0,0,0,0,E,858.9,189.1
33,104036099,"Tartu maakond, Tartu linn, Tartu linn, Tähe tn 54",Tartu maakond, Tartu linn, Tartu linn, Tähe tn 54,1953,1951-1960,18,20,77,3,2,0,3,1,11.5,11.5,,,447,1179.5,253,1011,tellis,12,6,'eterniit','kaugküte',0,1,0,0,0,1,E,730,158
213,106007373,"Saare maakond, Saaremaa vald, Kuressaare linn, Mooni tn 4",Saare maakond, Saaremaa vald, Kuressaare linn, Mooni tn 4,1988,1981-1990,18,20,84,3,2,0,3,1,10,10,11,51.8,531,1661.4,508.7,1757.4,suurplokk,18,14,'plaatmaterjal (seal hulgas tsementkiudplaat)',"'kaugküte', 'kohtküte'",0,1,0,1,0,0,D,1170.7,336.9
162,106016641,"Saare maakond, Saaremaa vald, Valjala alevik, Posti tn 16",Saare maakond, Saaremaa vald, Valjala alevik, Posti tn 16,1976,1971-1980,18,20,87,3,2,0,3,1,10.6,10.5,8.4,48.8,442,1311.6,421.9,935,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','lokaalküte',0,0,1,0,0,1,C,741.9,202.6
51,106019250,"Saare maakond, Saaremaa vald, Kuressaare linn, Tallinna tn 68",Saare maakond, Saaremaa vald, Kuressaare linn, Tallinna tn 68,1986,1981-1990,18,20,88,3,2,0,3,1,11,11,,,480,1434.7,415.4,1152.9,väikeplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0,D,892.4,172
153,108014420,"Lääne-Viru maakond, Rakvere vald, Sõmeru alevik, Puiestee tn 15",Lääne-Viru maakond, Rakvere vald, Sõmeru alevik, Puiestee tn 15,1986,1981-1990,18,20,84,3,2,0,3,1,11.3,11.5,11.7,52.2,533,1648.1,518.9,1250.7,suurplokk,4,0,'katusekivi','kaugküte',0,1,0,1,0,0,C,1252,204.7
112,110009814,"Põlva maakond, Põlva vald, Põlva linn, Piiri tn 17",Põlva maakond, Põlva vald, Põlva linn, Piiri tn 17,1974,1971-1980,18,20,87,3,2,0,3,1,9.6,9.5,,,444,1256.4,355.5,1023,suurpaneel,4,0,'bituumen või  PVC  plaat või rullmaterjal','kaugküte',1,0,0,0,0,0,C,665,257
217,110009951,"Põlva maakond, Põlva vald, Põlva linn, Jaama tn 24b",Põlva maakond, Põlva vald, Põlva linn, Jaama tn 24b,1976,1971-1980,18,20,87,3,2,0,3,1,10,10,,,513,1476.6,423.4,1043.7,tellis,4,0,'muu','kaugküte',1,0,0,0,0,0,C,839,195.3
163,111025127,"Valga maakond, Tõrva vald, Tõrva linn, Metsa tn 2",Valga maakond, Tõrva vald, Tõrva linn, Metsa tn 2,1971,1971-1980,18,20,87,3,2,0,3,1,10,10,9,40,423,1264.5,73.4,1020,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','lokaalküte',1,0,0,0,0,0,B,665,257
67,112017143,"Viljandi maakond, Viljandi linn, Riia mnt 67",Viljandi maakond, Viljandi linn, Viljandi linn, Riia mnt 67,1982,1981-1990,18,20,84,3,2,0,3,1,10.5,10.5,11.7,52.2,561,1644.3,538.8,1225,suurplokk,4,0,'muu','kaugküte',1,0,0,1,0,0,D,0,0
83,114009586,"Jõgeva maakond, Põltsamaa vald, Adavere alevik, Kesk tn 3",Jõgeva maakond, Põltsamaa vald, Adavere alevik, Kesk tn 3,1978,1971-1980,18,20,87,3,2,0,3,1,11,11,,,511,1482,445.7,1043.7,väikepaneel,4,2,'bituumen või  PVC  plaat või rullmaterjal','lokaalküte',1,0,0,0,0,0,D,737.9,203.3
86,116007008,"Harju maakond, Saue vald, Haiba küla, Kuuse tee 5",Harju maakond, Saue vald, Haiba küla, Kuuse tee 5,1985,1981-1990,18,20,84,3,2,0,3,1,10.8,11,12,52,616,1594,470.3,1123.7,suurplokk,4,0,'bituumen või  PVC  plaat või rullmaterjal','lokaalküte',1,0,0,1,0,0,D,703.6,275.2
